"","Sequence_ID","depth","mean_coverage","Extract_ID","Sample_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By","Pipeline","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes"
"220","JAR-52-MGE-S246",6222,0.9701,"DNA1-JAR-52-MGE","JAR-52-MGE","CM012",16,"S246","barcode16","27F","1492R","MIN_16_2025-2-21",3.02,1.3,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-06-17,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-30,"52",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",18,"","intervention_2","control","JarJarBinks_52","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"221","JAR-68-MGE-S50",8509,0.9573,"DNA1-JAR-68-MGE","JAR-68-MGE","CM004",4,"S50","barcode04","27F","1492R","MIN_16_2024-2-29",4.66,0.9,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-01,"SA/MB","8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-16,"68",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (95%) Ethanol",25,"","washout_2","control-washout","JarJarBinks_68","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"222","JOA-11-MGE-S231",7163,0.9657,"DNA1-JOA-11-MGE","JOA-11-MGE","CM012",1,"S231","barcode01","27F","1492R","MIN_16_2025-2-21",3.55,1.1,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-20,"11",08:00:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Joans_11","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"223","JOA-14-MGE-S170",385,0.9588,"DNA1-JOA-14-MGE","JOA-14-MGE","CM009",9,"S170","barcode09","27F","1492R","MIN_16_2024-7-19",6.7,0.6,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-23,"SA","4.45","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-03-23,"14",08:00:00,"Joans","SA/GR",4,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Joans_14","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"224","JOA-21-MGE-S89",12980,0.9622,"DNA1-JOA-21-MGE","JOA-21-MGE","CM005",20,"S89","barcode20","27F","1492R","MIN_16_2024-3-1",5.3,0.8,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","7.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-30,"21",07:30:00,"Joans","SA",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Joans_21","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"225","JOA-22-MGE-S259",9604,0.9637,"DNA1-JOA-22-MGE","JOA-22-MGE","CM013",6,"S259","barcode06","27F","1492R","MIN_16_2025-4-1",4.32,0.9,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-07,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-31,"22",07:30:00,"Joans","SA/GR",1,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Joans_22","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"226","JOA-24-MGE-S143",2818,0.9665,"DNA1-JOA-24-MGE","JOA-24-MGE","CM008",5,"S143","barcode05","27F","1492R","MIN_16_2024-6-11",1.05,3.8,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-21,"SA","8.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-02,"24",07:30:00,"Joans","SA",3,"Molecular Grade (96%) Ethanol",6,"","intervention_1","control","Joans_24","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"227","JOA-29-MGE-S181",25369,0.9701,"DNA1-JOA-29-MGE","JOA-29-MGE","CM009",20,"S181","barcode20","27F","1492R","MIN_16_2024-7-19",6.1,0.7,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-28,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","low",2023-04-07,"29",07:30:00,"Joans","SA/GR",3,"Molecular Grade (96%) Ethanol",8,"","washout_1","control-washout","Joans_29","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"228","JOA-3-MGE-L225",5,0.9105,"DNA1-JOA-3-MGE","JOA-3-MGE","CM001",52,"L225","barcode52","27F","1391R","MIN_16_2023-12-21",4.64,4.2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-10-04,"SA/SK","9.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-12,"3",07:30:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Joans_3","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"229","JOA-36-MGE-S52",4231,0.9531,"DNA1-JOA-36-MGE","JOA-36-MGE","CM004",6,"S52","barcode06","27F","1492R","MIN_16_2024-2-29",6.8,0.6,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-08,"SA/SK","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-14,"36",08:00:00,"Joans","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Joans_36","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"230","JOA-41-DRS-S65",11428,0.9589,"DNA1-JOA-41-DRS","JOA-41-DRS","CM004",19,"S65","barcode19","27F","1492R","MIN_16_2024-2-29",4.7,0.9,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-15,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-19,"41",08:00:00,"Joans","SA",2,"DNA/RNA Shield",13,"","washout_1","control-washout","Joans_41","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"231","JOA-41-MGE-S66",4613,0.9556,"DNA1-JOA-41-MGE","JOA-41-MGE","CM004",20,"S66","barcode20","27F","1492R","MIN_16_2024-2-29",8.4,0.5,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-15,"SA","7.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-19,"41",08:00:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Joans_41","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"232","JOA-44-MGE-S122",9332,0.9564,"DNA1-JOA-44-MGE","JOA-44-MGE","CM007",7,"S122","barcode07","27F","1492R","MIN_16_2024-5-21",1.27,3.2,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-04,"SA","64","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-22,"44",08:00:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Joans_44","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"233","JOA-45-MGE-S285",14630,0.9696,"DNA1-JOA-45-MGE","JOA-45-MGE","CM014",9,"S285","barcode09","27F","1492R","MIN_16_2025-4-2",3.84,1,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-04-30,"SA","39","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-23,"45",08:00:00,"Joans","SA",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","gum","Joans_45","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"234","JOA-46-MGE-S292",17095,0.9672,"DNA1-JOA-46-MGE","JOA-46-MGE","CM014",16,"S292","barcode16","27F","1492R","MIN_16_2025-4-2",5.4,0.7,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-06-17,"SA","68","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-24,"46",08:00:00,"Joans","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Joans_46","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"235","JOA-48-MGE-S268",11445,0.9646,"DNA1-JOA-48-MGE","JOA-48-MGE","CM013",15,"S268","barcode15","27F","1492R","MIN_16_2025-4-1",5.2,0.8,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-16,"AS","9.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-26,"48",08:00:00,"Joans","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Joans_48","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"236","JOA-49-MGE-S200",4549,0.9647,"DNA1-JOA-49-MGE","JOA-49-MGE","CM010",16,"S200","barcode16","27F","1492R","MIN_16_2024-7-21",1.7,2.4,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-30,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-27,"49",08:00:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Joans_49","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"237","JOA-50-MGE-S288",17684,0.9663,"DNA1-JOA-50-MGE","JOA-50-MGE","CM014",12,"S288","barcode12","27F","1492R","MIN_16_2025-4-2",5.6,0.7,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-05-21,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-28,"50",08:00:00,"Joans","SA/GR",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Joans_50","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"238","JOA-51-MGE-S119",11659,0.9608,"DNA1-JOA-51-MGE","JOA-51-MGE","CM007",4,"S119","barcode04","27F","1492R","MIN_16_2024-5-21",1.46,2.8,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-02-16,"SA","54","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-29,"51",08:00:00,"Joans","SA",3,"Molecular Grade (96%) Ethanol",18,"collected from bedding","intervention_2","gum","Joans_51","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"239","JOA-56-MGE-S152",8452,0.9719,"DNA1-JOA-56-MGE","JOA-56-MGE","CM008",14,"S152","barcode14","27F","1492R","MIN_16_2024-6-11",2.71,1.5,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","6.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-04,"56",08:00:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",21,"","intervention_2","gum","Joans_56","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"240","JOA-57-MGE-S166",16117,0.969,"DNA1-JOA-57-MGE","JOA-57-MGE","CM009",5,"S166","barcode05","27F","1492R","MIN_16_2024-7-19",0.849,4.7,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-07-11,"SA","2.51","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","",2023-05-05,"57",08:00:00,"Joans","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","gum-washout","Joans_57","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"241","JOA-60-MGE-S154",6971,0.9735,"DNA1-JOA-60-MGE","JOA-60-MGE","CM008",16,"S154","barcode16","27F","1492R","MIN_16_2024-6-11",1.61,2.5,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-08,"60",08:00:00,"Joans","SA/GR",2,"Molecular Grade (96%) Ethanol",22,"","washout_2","gum-washout","Joans_60","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"242","JOA-62-MGE-S137",6996,0.9574,"DNA1-JOA-62-MGE","JOA-62-MGE","CM007",22,"S137","barcode22","27F","1492R","MIN_16_2024-5-21",4.89,0.8,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2023-11-01,"SA/SK","2.73","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-10,"62",08:00:00,"Joans","SA",3,"Molecular Grade (95%) Ethanol",23,"","washout_2","gum-washout","Joans_62","Group2","RoomF","F5","JOA","Female","Family","Nebraska",2017-03-23,5.967123288,"Estrumate","","gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23"
"243","KOR-20-DRS-S29",4893,0.9498,"DNA1-KOR-20-DRS","KOR-20-DRS","CM003",6,"S29","barcode06","27F","1492R","MIN_16_2024-3-6",0.714,5.6,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-11,"SA/SK","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-29,"20",07:30:00,"Korra","SA",3,"DNA/RNA Shield",4,"","intervention_1","gum","Korra_20","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"244","KOR-21-MGE-S187",6406,0.9673,"DNA1-KOR-21-MGE","KOR-21-MGE","CM010",3,"S187","barcode03","27F","1492R","MIN_16_2024-7-21",3.5,1.1,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-23,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-30,"21",08:00:00,"Korra","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Korra_21","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"245","KOR-22-MGE-S212",4460,0.9644,"DNA1-KOR-22-MGE","KOR-22-MGE","CM011",5,"S212","barcode05","27F","1492R","MIN_16_2025-1-23",1.97,2,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-07,"SA","4.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-31,"22",08:00:00,"Korra","SA/GR",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Korra_22","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"246","KOR-23-MGE-S260",8771,0.9584,"DNA1-KOR-23-MGE","KOR-23-MGE","CM013",7,"S260","barcode07","27F","1492R","MIN_16_2025-4-1",3.8,1.1,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-09,"AS","5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-01,"23",08:00:00,"Korra","SA",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Korra_23","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"247","KOR-29-MGE-S168",27019,0.9727,"DNA1-KOR-29-MGE","KOR-29-MGE","CM009",7,"S168","barcode07","27F","1492R","MIN_16_2024-7-19",2.92,1.4,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-22,"SA","8.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","out",2023-04-07,"29",08:00:00,"Korra","SA/GR",3,"Molecular Grade (96%) Ethanol",7,"","washout_1","gum-washout","Korra_29","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"248","KOR-44-DRS-L191",3,0.9172,"DNA1-KOR-44-DRS","KOR-44-DRS","CM001",32,"L191","barcode32","27F","1391R","MIN_16_2023-12-21",13,1.5,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","29","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-22,"44",07:30:00,"Korra","SA",3,"DNA/RNA Shield",14,"","intervention_2","control","Korra_44","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"249","KOR-44-MGE-L192",7,0.94,"DNA1-KOR-44-MGE","KOR-44-MGE","CM001",33,"L192","barcode33","27F","1391R","MIN_16_2023-12-21",7.1,2.8,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-22,"44",07:30:00,"Korra","SA",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","Korra_44","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"250","KOR-45-MGE-S266",8822,0.9628,"DNA1-KOR-45-MGE","KOR-45-MGE","CM013",13,"S266","barcode13","27F","1492R","MIN_16_2025-4-1",4.24,0.9,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-15,"AS","5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-23,"45",07:30:00,"Korra","SA",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","Korra_45","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"251","KOR-48-MGE-S197",6803,0.9673,"DNA1-KOR-48-MGE","KOR-48-MGE","CM010",13,"S197","barcode13","27F","1492R","MIN_16_2024-7-21",3.78,1.1,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-30,"SA","3.02","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-26,"48",07:30:00,"Korra","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Korra_48","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"252","KOR-49-MGE-S134",416,0.9626,"DNA1-KOR-49-MGE","KOR-49-MGE","CM007",19,"S134","barcode19","27F","1492R","MIN_16_2024-5-21",0.0917,43.8,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2023-10-25,"SA/SK","2.15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-27,"49",07:30:00,"Korra","SA",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Korra_49","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"253","KOR-50-MGE-S295",14181,0.97,"DNA1-KOR-50-MGE","KOR-50-MGE","CM014",19,"S295","barcode19","27F","1492R","MIN_16_2025-4-2",2.41,1.7,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-06-17,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-28,"50",07:30:00,"Korra","SA/GR",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Korra_50","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"254","KOR-58-MGE-L215",5,0.9191,"DNA1-KOR-58-MGE","KOR-58-MGE","CM001",43,"L215","barcode43","27F","1391R","MIN_16_2023-12-21",3.33,5.9,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-15,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-06,"58",07:30:00,"Korra","SA",3,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Korra_58","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"255","KOR-58-MGE-S14",8,0.975,"DNA1-KOR-58-MGE","KOR-58-MGE","CM002",14,"S14","barcode14","27F","1492R","MIN_16_2024-2-12",7.2,0.6,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-15,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-06,"58",07:30:00,"Korra","SA",3,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Korra_58","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
"256","KOR-6-DRS-S83",29404,0.9617,"DNA1-KOR-6-DRS","KOR-6-DRS","CM005",14,"S83","barcode14","27F","1492R","MIN_16_2024-3-1",3.15,1.3,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","3.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-15,"6",08:00:00,"Korra","SA",4,"DNA/RNA Shield",2,"","baseline","run-in","Korra_6","Group1","RoomB","B3","KOR","Female","Pair","Nebraska",2017-04-17,5.898630137,"Estrumate","","gave birth to 4 stillborn babies 4/29/23"
